date,precip,t_max,t_min,t_mean,s,rh_830,rh_1430,ws
26-03-1982,9.64,25,14,19.5,2.85,100,71,1.19
27-03-1982,0,25,10,17.5,4.09,100,66,0.75
28-03-1982,0,26,10,18,3.44,100,66,2.79
29-03-1982,0,28,7,17.5,5.71,100,65,0.99
30-03-1982,0,26,12,19,3.87,100,67,3.41
31-03-1982,0,25,9,17,4.36,100,65,2.86
01-04-1982,13.33,25,16,20.5,2.77,100,75,1.45
02-04-1982,3.33,23,10,16.5,3.55,100,67,0.77
03-04-1982,0,26,9,17.5,3.88,100,65,1.67
04-04-1982,0,26,6,16,4.72,100,63,1.45
05-04-1982,0,27,9,18,4.07,100,66,2.37
06-04-1982,23.32,26,13,19.5,3.15,100,69,2.56
07-04-1982,0.87,25,11,18,3.47,100,67,2.88
08-04-1982,2,23,11,17,2.69,100,70,1.06
09-04-1982,0,24,10,17,3.28,100,67,1.59
10-04-1982,0,23,16,19.5,1.43,79,78,1.28
11-04-1982,0,24,12,18,2.77,100,68,2.69
12-04-1982,0,26,14,20,2.67,91,71,3.16
13-04-1982,0,25,16,20.5,2.31,81,75,1.37
14-04-1982,0,25,16,20.5,2.38,83,74,2.69
15-04-1982,0,24,16,20,2.65,82,75,0.99
16-04-1982,25.28,23,12,17.5,2.76,100,71,2.15
17-04-1982,0,25,12,18.5,3.88,100,68,2.3
18-04-1982,0,24,11,17.5,3.78,100,67,2.26
19-04-1982,0,25,13,19,3.65,93,70,2.07
20-04-1982,0,26,15,20.5,3.49,88,71,2.45
21-04-1982,0,26,12,19,3.83,100,68,1.81
22-04-1982,0,24,13,18.5,2.65,94,70,1.31
23-04-1982,0,26,17,21.5,2.79,80,75,3.4
24-04-1982,0,26,20,23,2.03,70,81,2.8
