YPH,Tmin,Tmax,RH830,RH1430,RF,Rday,S,Sday,W,S830,S1430,Sm,ETo,clud,Kc,erf,Tphoto,Tnicto
,30.58442339,19.58564954,80.45636118,40.6369669,1.541077,1,7.469252117,59,1.357089236,31.22405129,31.25170115,0.615904656,111.2589841,0.895032938,127.9478317,1.2,22.335343,27.83472993
,30.36007308,22.85074778,79.48484963,58.77207548,172.191847,19.65450471,7.265040351,88.56155535,1.581690161,30.97013278,31.00578191,0.631090217,138.4039804,2.290175315,159.1645775,137.76,24.7280791,28.48274176
,26.25868573,21.65469305,82.10466876,75.71285666,806.667584,63.62311596,4.12337643,52.11357969,1.921307078,27.51758567,27.60187809,0.735516567,105.0770398,3.855640871,120.8385958,645.36,22.80569122,25.10768756
,27.04570333,21.33128448,80.55424319,69.25580238,403.552537,44.72100104,5.293937069,70.32987465,1.755586702,24.23338213,24.33787786,0.787260912,104.1994426,3.244406028,119.829359,322.88,22.75988919,25.61709862
,30.25116075,19.44677112,80.2467133,42.66844154,19.368961,3,7.539013697,87.92410736,1.380836155,27.35404871,27.42300209,0.700349987,111.6727965,0.979170626,128.4237159,15.52,22.14786853,27.55006334
,30.40917552,23.11998161,80.49348347,59.04238232,277.856124,31.36978424,7.629877994,89.47639694,1.615854483,30.59205866,30.62561296,0.629167331,140.8412632,2.35890029,161.9674527,222.32,24.94228009,28.58687704
,26.12403244,22.47383731,83.56031511,80.40901426,956.021999,68.43394893,3.180563681,36.98203628,2.01844182,26.70394585,26.79159276,0.751850895,97.9520936,4.24118586,112.6449076,764.8,23.38638609,25.21148366
,28.22299466,21.22547305,79.88956291,62.19258695,468.76151,41.90283335,6.395155551,81.65392051,1.680754016,24.11708341,24.22503185,0.800462353,113.748468,2.457334652,130.8107382,375.04,22.97485345,26.47361426
,30.61517665,19.23866651,79.4502472,46.81619654,0.589078,1,8.003163254,88.985342,1.414999387,28.18559954,28.24377254,0.676512433,115.4846196,0.877333578,132.8073126,0.48,22.08279405,27.77104912
,32.98566308,23.69681004,80.01482546,57.17827957,192.325679,27.68590571,8.263008362,89.36541081,1.573106718,31.90940957,31.95224107,0.642016369,154.090902,1.412656811,177.2045373,153.84,26.0190233,30.66344982
