YPH,Tmin,Tmax,RH830,RH1430,RF,Rday,S,Sday,W,ETo,clud
131,20,25,92,80,317,20,1.19,8,2.11,72.74831126,3.826844503
104,20,25,92,77,258,17,0.88,14,2.04,70.8889043,3.821492531
105,19,27,92,81,145,14,1.84,14,2.02,79.16498165,2.206058739
151,19,27,92,76,204,15,2.13,16,2,80.71119742,2.286485694
129,19,26,91,78,215,17,1.65,13,2.02,69.37411791,2.891865215
104,18,27,91,77,79,6,3.04,25,1.93,79.54572075,1.91993647
109,16,27,90,78,3,0,4.63,30,1.89,92.00682011,1.190827711
95,16,29,80,57,49,5,5.44,29,1.56,102.4858911,0.819527603
111,16,32,89,74,23,2,7.08,29,1.84,138.3819297,0.673687014
163,19,30,90,72,242,9,5.22,21,1.95,114.3669281,1.152389022
177,20,29,91,69,124,9,4.63,26,1.86,108.0017709,1.814524233
152,20,27,92,72,412,22,1.58,15,2.07,77.6007453,2.826381541
123,19,25,93,84,302,24,0.69,19,2.16,69.09784773,3.359825692
102,19,25,93,83,333,24,1.28,18,2.16,72.77359527,3.366735588
120,19,26,93,82,127,10,2.26,26,2.04,78.74464806,2.859255179
171,18,26,95,86,369,16,3.49,16,2.24,84.27607562,2.419708505
161,18,26,91,85,373,10,3.16,16,2.18,78.65228023,2.507608623
126,17,26,91,81,35,3,4.09,29,1.95,82.90404521,2.062285772
116,14,29,91,81,34,2,5.87,29,1.95,106.8200479,0.710435093
103,15,29,90,76,0,0,6.54,0,1.86,104.876776,0.773981875
92,18,31,90,65,4,1,6.2,30,1.74,124.5576175,0.874340131
130,20,31,91,71,119,7,5.29,23,1.88,116.777771,1.265061652
191,20,29,92,57,26,3,3.9,28,1.69,102.4538156,1.964252967
158,20,26,92,67,178,17,1.77,13,1.88,75.91235099,3.434688538
133,20,26,93,73,171,13,1.97,18,1.96,78.76529098,3.414521875
132,19,25,90,85,234,21,1.76,10,2.1,79.73363194,3.407757842
129,18,27,90,77,146,14,4.64,25,1.96,99.28551891,1.867039992
198,19,28,92,75,204,16,3.89,23,1.99,93.87254521,1.91993647
169,19,29,92,67,98,5,5.25,27,1.84,97.45328506,1.582895162
140,16,28,90,71,5,1,6.48,30,1.81,104.1175506,1.03718639
116,13,29,88,67,0,0,6.55,30,1.74,112.407055,0.685115978
76,14,29,89,71,34,2,6.11,29,1.81,103.8929447,0.718534221
83,17,30,88,73,33,4,6.1,29,1.82,122.3036991,0.881993554
157,21,31,90,62,89,7,5.36,27,1.75,116.44516,1.607690513
201,20,30,92,79,104,7,5.17,26,1.98,115.1720547,1.542033705
140,20,27,92,87,578,27,0.15,8,2.33,68.97849958,2.932246003
109,20,25,93,86,511,29,0.07,11,2.3,64.49420096,3.944507029
138,20,25,91,90,382,18,1.59,16,2.25,76.83524315,3.944507029
151,20,26,92,82,242,18,3.4,21,2.09,86.67277808,3.467880914
198,19,27,91,71,149,10,4.61,25,1.9,97.42069279,2.481332793
201,19,27,94,74,208,11,3.85,22,2,82.21521591,2.551201425
175,16,26,89,70,33,4,6.13,29,1.8,96.13213184,1.674743419
138,15,27,91,71,6,1,6.47,30,1.82,101.080737,1.064826695
100,14,30,84,61,2,0,6.52,30,1.63,111.0408253,0.685115978
116,16,30,86,62,45,3,5.95,29,1.69,123.0009039,0.766933472
156,19,32,87,61,140,7,4.7,25,1.74,117.7152238,0.842123723
252,20,30,93,71,275,9,2.96,20,1.99,97.67498691,1.517811974
198,21,27,90,71,237,20,3.46,21,1.94,90.79522684,3.448028341
158,20,27,91,70,418,21,1.12,15,2.04,77.63716311,2.899975671
141,20,26,92,83,366,21,1.79,16,2.17,79.39617757,3.42126501
149,20,27,93,76,168,11,4.35,24,1.99,94.25004399,2.908069085
181,19,29,91,80,281,21,2.89,20,2.08,92.91277639,1.452627
136,18,27,92,81,105,11,5.19,26,2,91.72709135,1.865056217
131,19,27,91,75,50,5,5.89,28,1.89,94.63382921,2.355700347
118,15,29,89,68,0,0,6.54,30,1.76,109.9550959,0.72150166
105,16,30,89,53,16,1,6.33,30,1.6,106.3804501,0.72150166
120,16,30,90,69,128,4,4.88,26,1.86,115.4285186,0.72150166
219,19,29,93,74,228,11,3.57,22,2,96.13921065,1.452627
348,20,30,90,70,109,10,5.1,26,1.86,114.7632052,1.452627
225,20,28,91,80,446,17,0.75,13,2.17,75.21071013,2.355700347
126,20,28,90,84,206,13,3.86,23,2.07,99.35505615,2.355700347
139,20,27,91,77,124,14,4.93,26,1.95,104.8358131,2.890031474
136,19,27,90,76,205,17,3.89,23,1.98,95.13010822,2.355700347
110,19,27,91,81,163,13,4.43,24,2.02,96.39524286,2.355700347
90,19,27,90,75,205,14,3.88,23,1.97,85.07332673,2.355700347
117,18,28,89,73,178,11,4.24,24,1.92,90.25464195,1.452627
