YPH,Tmin,Tmax,RH830,RH1430,RF,Rday,S,Sday,W,S830,S1430,Sm,ETo,clud,Kc,erf,Tphoto,Tnicto
497.93,30.96666667,14.23333333,89.2,85.4,74.62,12,9.173594454,91.84878015,1.97315625,26.50501111,26.62514074,0.873621833,0.781703049,128.1461174,147.368035,59.696,18.41666667,26.78333333
542.23,33.43333333,17.03333333,86.43333333,65.53333333,277.52,19,8.388782076,88.1941787,1.7559825,31.78530741,31.89022963,0.762146,0.712538353,153.6739694,176.7250648,222.016,21.13333333,29.33333333
553.91,28.53333333,18.8,89.93333333,88.7,2021.26,80,2.798682119,63.03013661,2.38328625,27.87860741,27.97930741,0.9100105,2.027441828,96.71539095,111.2226996,1617.008,21.23333333,26.1
547.24,26.59,18.46666667,90.4,83.03333333,637.5,49,7.258570174,82.93458932,2.065587375,23.48365926,23.60951111,0.872479167,2.82790931,109.7369095,126.1974459,510,20.4975,24.55916667
464.69,29.23333333,14.33333333,80.76666667,48.1,4.22,1,9.301885548,92.25130957,1.44564,26.18928519,26.28335,0.6443685,0.906583255,121.2228943,139.4063284,3.376,18.05833333,25.50833333
446.72,30.73333333,18.53333333,87.53333333,64.23333333,241.1,28,8.51186491,88.67910843,1.74703875,29.92266667,29.9675963,0.7608425,1.287293585,142.7709357,164.186576,192.88,21.58333333,27.68333333
559.72,26.16666667,19.56666667,93.36666667,82.93333333,1093.9,81,5.787954405,76.30792402,2.18333625,27.35827037,27.44802037,0.890615833,3.272441008,103.5428712,119.0743019,875.12,21.21666667,24.51666667
578.82,28.23333333,18.2,89.66666667,73.7,523.1,36,7.619459388,84.59532137,1.9307325,23.91982222,24.03009259,0.8211925,1.734462649,117.109332,134.6757319,418.48,20.70833333,25.725
531.22,29.83333333,17.16666667,87.43333333,51.03333333,37.3,3,9.178373463,91.6329283,1.55945625,27.69788889,27.77182407,0.692644167,0.984788182,120.4495788,138.5170156,29.84,20.33333333,26.66666667
471.42,31,20.66666667,87.3,61.83333333,271.8,16,8.401170703,88.2089653,1.7229,30.18771481,30.23562037,0.747931667,1.474984522,144.0550119,165.6632637,217.44,23.25,28.41666667
518.81,25.23333333,19.86666667,93.8,85.2,2670.9,72,3.413559549,53.61056517,2.50947,24.31228148,24.40237963,0.9172575,3.635603266,85.50119457,98.32637374,2136.72,21.20833333,23.89166667
588.12,27.46666667,20.23333333,92.93333333,74.76666667,407.6,33,7.984434877,86.17737778,1.95768375,20.47018519,20.57912037,0.841896667,2.72431073,113.6517692,130.6995345,326.08,22.04166667,25.65833333
510.68,29.33333333,17.13333333,92.73333333,52.26666667,55.6,2,9.122209381,91.29066872,1.6364475,27.2634963,27.33391667,0.725463333,0.975622182,116.3997836,133.8597511,44.48,20.18333333,26.28333333
