YPH,Tmin,Tmax,RH830,RH1430,RF,Rday,S,Sday,W,S830,S1430,Sm,ETo,clud,Kc,erf,Tphoto,Tnicto
553.18,16.23333333,19.86666667,97,93.66666667,3525.5,77,2.266666667,40,2.80197,9.581259259,9.695555556,0.9827125,64.16655744,4.438464741,73.79154105,2820.8,18.95833333,17.14166667
563.64,14.43333333,22.2,95.33333333,87,877.7,47,3.12,63,2.2116975,6.819148148,6.951185185,0.918980833,73.17901882,2.777591471,84.15587164,701.6,20.25833333,16.375
599.91,7.733333333,23.96666667,93.03333333,66.1,48.8,6,6.366666667,86,1.79583375,10.69106296,10.79910185,0.796073333,94.9169783,0.817805226,109.154525,39.2,19.90833333,11.79166667
613.04,13.36666667,24.73333333,89.56666667,78.8,607.8,29,4.7,82,2.00380125,8.87777037,8.957277778,0.846898333,99.41474625,1.400631876,114.3269582,486.4,21.89166667,16.20833333
599.45,15.2,20.33333333,95.46666667,93.4,1814,61,2.3,38,2.4608775,10.54461852,10.66341667,0.95945,68.38624239,3.817823589,78.64417875,1451.2,19.05,16.48333333
592.6,14.16666667,22.5,93.16666667,89.86666667,751,53,3.6,66,2.1958125,9.996111111,10.13343519,0.921425,77.68050405,2.531749295,89.33257966,600.8,20.41666667,16.25
580.91,6.833333333,24.43333333,89.5,58.76666667,2,1,6.743478697,91,1.6648575,10.13762963,10.24544444,0.74135,100.0045807,0.683417922,115.0052678,1.6,20.03333333,11.23333333
551.88,12.5,25.8,86.83333333,65.16666667,282.8,19,5.647529532,73,1.75871625,8.2898,8.345166667,0.762356667,110.7491204,1.178624489,127.3614885,226.4,22.475,15.825
571.11,15.83333333,20.56666667,96.93333333,93.33333333,2670,78,1.433333333,15,2.63703,10.04028148,10.14353704,0.973583333,61.54449259,4.09460178,70.77616647,2136,19.38333333,17.01666667
537.35,13.56666667,21.83333333,92.86666667,83.56666667,921,43,4.042464771,48,2.15358,8.561503704,8.693342593,0.889841667,79.58587208,2.799329225,91.5237529,736.8,19.76666667,15.63333333
620.71,8.1,23.13333333,91.16666667,61.73333333,56.3,5,7.033333333,87,1.7271675,9.899874074,9.996333333,0.764969167,95.87880906,0.957862976,110.2606304,44.8,19.375,11.85833333
671.28,12.93333333,24,93.33333333,77.66666667,242.5,24,5.766666667,68,1.96506375,9.000511111,9.075814815,0.857020833,101.4606314,1.567524657,116.6797261,193.6,21.23333333,15.7
637.61,14.23333333,20.76666667,91.66666667,72.66666667,2373.2,74,2.1,18,2.2897875,10.778,10.8747963,0.841443333,72.114227,3.286789718,82.93136105,1898.4,19.13333333,15.86666667
614.5,12.33333333,22.36666667,91.66666667,77.33333333,746.2,40,4.4,51,2.03725875,7.206296296,7.299240741,0.851218333,84.83108648,1.776490377,97.55574945,596.8,19.85833333,14.84166667
564.96,6.2,25,79,55.66666667,18.3,4,7.3,87,1.51492125,8.930888889,9.021592593,0.673485833,106.9122982,0.712220046,122.9491429,15.2,20.3,10.9
605.45,12.16666667,24.4,83,72.33333333,225.3,24,5.666666667,86,1.78563,7.451111111,7.520518519,0.778544167,109.9306816,1.307059423,126.4202838,180.8,21.34166667,15.225
640.75,16.16666667,20.16666667,91.66666667,94.66666667,2284.8,73,2.566666667,43,2.5205625,10.72803704,10.8432963,0.950706667,73.62044727,4.348339486,84.66351436,1828,19.16666667,17.16666667
639.87,13.93333333,21.76666667,90,89.33333333,1384.3,40,4.1,67,2.27304,8.571333333,8.712888889,0.9082025,82.22466177,2.702413667,94.55836103,1108,19.80833333,15.89166667
650.19,9.3,23.8,87.66666667,73.33333333,76.5,5,6.4,88,1.82187,10.14455556,10.2657037,0.8056375,96.53272307,0.963677527,111.0126315,61.6,20.175,12.925
625.37,13.3,25.23333333,84.33333333,77.33333333,384,23,6.466666667,90,1.886415,9.481703704,9.576592593,0.811533333,115.8091877,1.431878314,133.1805659,307.2,22.25,16.28333333
575.52,16,20.1,95.66666667,93.33333333,2651,81,1.8,37,2.61925125,10.42540741,10.54759259,0.967091667,63.96034629,4.238109083,73.55439823,2120.8,19.075,17.025
562.38,14.8,21.86666667,93.33333333,89,1139,61,2.6,65,2.2606875,9.094296296,9.229166667,0.921158333,71.39178807,2.941226029,82.10055628,911.2,20.1,16.56666667
608.97,9.333333333,23.26666667,85.66666667,69.66666667,113.6,10,4,80,1.7651325,10.49614815,10.61514815,0.777613333,81.48526876,0.905405491,93.70805907,91.2,19.78333333,12.81666667
620.75,11.66666667,24.56666667,86,67,271.8,19,6.1,49,1.76813625,9.086259259,9.163055556,0.767265,112.7471847,1.042205096,129.6592624,217.6,21.34166667,14.89166667
622.21,16.13333333,19.53333333,96.66666667,94,2940,87,1.3,5,2.6922375,9.338740741,9.446222222,0.977833333,58.71073207,4.54673227,67.51734188,2352,18.68333333,16.98333333
599.15,13.83333333,22.2,88.33333333,80.66666667,927,42,4,49,2.07100875,8.273407407,8.403185185,0.852725,83.92822818,2.440784565,96.51746241,741.6,20.10833333,15.925
550.28,7.266666667,23.36666667,85.33333333,59,26.1,2,6.533333333,89,1.6251975,9.78437037,9.881703704,0.721884167,96.72363356,0.736214641,111.2321786,20.8,19.34166667,11.29166667
563.19,12.63333333,24.8,85.33333333,73,393.1,24,5.4,68,1.850745,8.277592593,8.344833333,0.7949425,107.451075,1.348393325,123.5687363,315.2,21.75833333,15.675
677.47,15.9,20.8,94.66666667,92,1915,73,2.1,19,2.45493375,11.15096296,11.26542593,0.949291667,68.49109157,4.015792619,78.76475531,1532,19.575,17.125
647.31,13.2,22.7,89,78.66666667,589.8,43,4.7,58,1.99279875,10.34322222,10.471,0.843248333,88.62469499,2.123747925,101.9183992,472,20.325,15.575
599.64,8.033333333,23.93333333,84,56,51,4,6.766666667,86,1.58096625,9.942222222,10.03207407,0.700425,99.52242822,0.752973513,114.4507924,40.8,19.95833333,12.00833333
577.79,13.4,24.83333333,83.66666667,77,227,22,5.166666667,70,1.84576125,9.347703704,9.424814815,0.805225,107.7622642,1.508391823,123.9266038,181.6,21.975,16.25833333
532.96,14.7,19.33333333,89.66666667,90.33333333,4766,87,0.933333333,5,2.91479625,6.925851852,7.041018519,0.939716667,63.94772968,4.188310229,73.53988913,3812.8,18.175,15.85833333
700.52,13.23333333,22.43333333,86,81.66666667,849,50,3.133333333,41,2.041425,4.11862963,4.249814815,0.845408333,83.09487743,2.312955686,95.55910904,679.2,20.13333333,15.53333333
601.61,6.666666667,23.93333333,92.66666667,62.33333333,37,3,4.973333333,87,1.747245,9.213851852,9.3125,0.775308333,89.79477468,0.703803357,103.2639909,29.6,19.61666667,10.98333333
538.74,10.8,25.06666667,76,71.66666667,268,21,5.573333333,71,1.707465,7.500888889,7.571296296,0.740566667,116.022312,1.030739945,133.4256588,214.4,21.5,14.36666667
681.39,14.96666667,20.53333333,92.66666667,93.33333333,3588,80,1.836666667,12,2.76125625,8.166703704,8.286944444,0.9599,68.50030792,3.84936644,78.7753541,2870.4,19.14166667,16.35833333
682.94,13.56666667,22.86666667,79.66666667,85,717,53,3.506666667,41,1.98283875,5.767444444,5.904444444,0.829308333,87.2078613,2.230686905,100.2890405,573.6,20.54166667,15.89166667
640.61,7.166666667,24.16666667,89.66666667,77.66666667,92,8,5.91,80,1.896225,9.835111111,9.959814815,0.837433333,97.13152956,0.722815805,111.701259,73.6,19.91666667,11.41666667
673.9,11.6,24.76666667,89,83.33333333,503,31,4.9,61,2.02897125,7.47937037,7.586666667,0.865858333,103.5173522,1.184847377,119.044955,402.4,21.475,14.89166667
606.06,14.3,20.86666667,95,92,2428,70,2.716666667,22,2.55504375,8.296444444,8.423148148,0.955233333,71.997646,3.43961172,82.7972929,1942.4,19.225,15.94166667
408.81,13.43333333,23.5,91,88.33333333,842,53,3.316666667,38,2.17122,8.418333333,8.552407407,0.903683333,82.16318647,1.854589862,94.48766444,673.6,20.98333333,15.95
