YPH,Tmin,Tmax,RH830,RH1430,RF,Rday,S,Sday,W,S830,S1430,Sm,ETo,clud,Kc,erf,Tphoto,Tnicto
659.56,16.33333333,30.33333333,60.66666667,91.66666667,393.6,25,8.259646163,74,1.7823,13.41659259,13.58451852,0.764108611,128.7578987,1.684060853,148.0715835,314.88,26.83333333,19.83333333
782.79,12.93333333,28.66666667,49.73333333,83.33333333,0,0,9.624888892,90,1.49232,13.75234074,13.92087037,0.732889259,124.6964866,1.539929853,143.4009596,0,24.73333333,16.86666667
794.5,17.53333333,30.96666667,59.76666667,77.16666667,198,18,8.916349104,82,1.57216875,14.07311481,14.22075926,0.672738889,154.0368365,1.662690905,177.142362,158.4,27.60833333,20.89166667
746.95,19.2,26.7,73.3,80.16666667,1612.2,68,4.115070988,26,2.02362375,15.76614074,15.89672222,0.72145037,106.8030263,3.403683565,122.8234802,1289.76,24.825,21.075
611.42,18.13333333,28.26666667,66.7,79.46666667,474.4,24,7.985916796,71,1.728105,15.45516667,15.58341667,0.758343519,115.8999989,2.113193204,133.2849988,379.52,25.73333333,20.66666667
561.72,12.83333333,25.76666667,76.03333333,66.36666667,0.8,1,9.637165499,89,1.5978075,15.2694,15.39283333,0.730590926,107.5064638,1.391883599,123.6324334,0.64,22.53333333,16.06666667
652.32,13.93333333,29.66666667,78.56666667,57.06666667,229.8,11,8.83259423,82,1.5640575,12.6161,12.68941667,0.691042963,139.5096909,0.883619216,160.4361446,183.84,25.73333333,17.86666667
706.98,16.7,23.16666667,82.53333333,75.36666667,2437.8,61,1.673218457,10,2.2289775,11.34741481,11.42699074,0.731582407,91.20445792,3.543759191,104.8851266,1950.24,21.55,18.31666667
576.33,13.9,23.33333333,80.06666667,66.9,539,31,7.811836138,67,1.75024875,10.36452593,10.46646296,0.789255741,86.37840157,2.266807564,99.33516181,431.2,20.975,16.25833333
637.68,9.766666667,25.3,85.63333333,53.73333333,8.4,1,9.628959931,91,1.565505,11.28886667,11.35911111,0.713861296,99.66632382,0.905564885,114.6162724,6.72,21.41666667,13.65
744.21,17.36666667,30.36666667,84,51.13333333,25.8,13,9.506392798,89,1.5197175,12.34910741,12.394,0.687331296,137.4990666,1.347191048,158.1239266,20.64,27.11666667,20.61666667
